,0,1
0,49.005,-123.15683
1,49.00483,-123.15767
2,49.00533,-123.1595
3,49.00617,-123.16217
4,49.007,-123.1645
5,49.0065,-123.16683
6,49.00683,-123.17167
7,49.0075,-123.17583
8,49.00917000000001,-123.17967
9,49.01067000000001,-123.18383
10,49.01167,-123.18783
11,49.01267,-123.19217
12,49.01367,-123.19683
13,49.01517,-123.20283
14,49.01633,-123.20717
15,49.01733,-123.2115
16,49.019,-123.21767
17,49.021,-123.22367
18,49.0235,-123.2305
19,49.02483,-123.23467
20,49.02633,-123.23883
21,49.02783,-123.24283
22,49.02933,-123.24700000000001
23,49.03167,-123.25383
24,49.0355,-123.26117
25,49.03967,-123.26683
26,49.04233,-123.27067
27,49.0475,-123.27767
28,49.04983,-123.281
29,49.05483,-123.28767
30,49.0575,-123.29133
31,49.06183,-123.29733
