,0,1
0,49.06157,-123.41707
1,49.05931,-123.41372
2,49.05705,-123.41035
3,49.05478,-123.40695
4,49.05281,-123.40405
5,49.05015,-123.40011
6,49.04754000000001,-123.3963
7,49.04553,-123.39339
8,49.04326,-123.39008
9,49.0409,-123.38672
10,49.03849,-123.38337
11,49.03645,-123.38053
12,49.03369,-123.37673999999998
13,49.03128,-123.37344
14,49.02916,-123.3706
15,49.02676,-123.36732
16,49.02291,-123.36208
17,49.02049,-123.35866
18,49.01511,-123.35077
19,49.01275,-123.34733
20,49.00802,-123.34028
21,49.00569,-123.33673
22,49.00303,-123.33269
23,48.99974,-123.32764
24,48.99746,-123.32406
25,48.99497,-123.31989
26,48.99222,-123.31519
27,48.99004,-123.31138
28,48.98764,-123.30714
29,48.98517,-123.30278
30,48.98034000000001,-123.29411
31,48.97614,-123.2865
32,48.97078,-123.27691000000002
33,48.96838,-123.27262
34,48.96626,-123.26881000000002
35,48.96386,-123.26443
36,48.96184,-123.26068
37,48.9598,-123.257
38,48.95163,-123.2417
