,0,1
0,49.01509,-123.15543999999998
1,49.01454,-123.15502
2,49.01135,-123.15693
3,49.00982,-123.15815
4,49.00791,-123.15934
5,49.0058,-123.16053
6,49.004,-123.16149
7,49.00141,-123.16289
8,48.99855,-123.16442
9,48.99565,-123.16595
10,48.99265,-123.16751
11,48.98965,-123.1691
12,48.98606,-123.17098
13,48.98185,-123.17322
14,48.97836,-123.17508
15,48.97521,-123.17674
16,48.97201,-123.17848
17,48.96885,-123.18017
18,48.96525,-123.18206
19,48.9617,-123.18318
20,48.95804,-123.18231000000002
21,48.9537,-123.1775
22,48.94985,-123.17151
23,48.94731,-123.1676
24,48.94478,-123.16371
25,48.94214,-123.15974
26,48.9389,-123.15546
27,48.93617,-123.15186
28,48.93357,-123.14847
29,48.93077,-123.14487
30,48.92599000000001,-123.13884
31,48.92313,-123.13523
32,48.92011,-123.13145
33,48.91297,-123.12263
34,48.90988,-123.1187
35,48.90666,-123.11574
36,48.90368,-123.11315
