,0,1
0,49.05694,-123.41469
1,49.05493,-123.41177
2,49.04797,-123.40115
3,49.04456,-123.39605
4,49.03865,-123.3869
5,49.03672,-123.38374
6,49.03476,-123.38073
7,49.03273,-123.37765
8,49.03059,-123.37406
9,49.02863,-123.37088
10,49.02656,-123.36792
11,49.02482,-123.36539
12,49.02285,-123.36238
13,49.02069,-123.35883
14,49.01886,-123.35549
15,49.01681,-123.35165
16,49.01499,-123.34854
17,49.01337,-123.3459
18,49.01148,-123.34267
19,49.00841,-123.33692
20,49.00641,-123.33297
21,49.0046,-123.3296
22,49.00229,-123.32529
23,49.00073,-123.32231000000002
24,48.99897,-123.31896
25,48.99697000000001,-123.31507
26,48.99527,-123.31173
27,48.99352,-123.30825
28,48.99176,-123.30502
29,48.98938,-123.30032
30,48.98648,-123.29458
31,48.98475,-123.29115
32,48.98296,-123.28725
33,48.97938,-123.28012
34,48.97691,-123.27554
35,48.9755,-123.27207
36,48.97379,-123.26877
37,48.97089,-123.26323
38,48.96923,-123.26001
39,48.96755,-123.25692
40,48.96593,-123.25384
41,48.9643,-123.25073
42,48.96012,-123.24284
43,48.95798,-123.23898
44,48.95656,-123.23627
45,48.95141,-123.22601
46,48.94955,-123.22244
47,48.94491,-123.21351
48,48.94081,-123.20545
49,48.93788,-123.20012
50,48.93743,-123.19928
51,48.93577,-123.19612
52,48.93414,-123.19302
53,48.93257,-123.18996
54,48.93102,-123.1869
55,48.92932,-123.18375
56,48.92771,-123.1807
57,48.92601,-123.17774
58,48.92412,-123.17433
59,48.92252,-123.17145
60,48.92086,-123.16847
61,48.91889000000001,-123.16503
62,48.91718,-123.16209
63,48.9154,-123.15923
64,48.91349,-123.15596
65,48.91124,-123.15222
66,48.90906,-123.14848
67,48.90723,-123.14505
68,48.90502,-123.14076
69,48.90335,-123.13771
