,0,1
0,48.94722,-123.23046
1,48.94589000000001,-123.22837
2,48.9446,-123.22625
3,48.94318,-123.22408
4,48.94188,-123.22199
5,48.94062,-123.21995
6,48.93933,-123.21785
7,48.93801,-123.21574
8,48.93669000000001,-123.21359
9,48.93548,-123.21166
10,48.93428,-123.2099
11,48.9328,-123.20752
12,48.93165,-123.20583
13,48.93038,-123.20395
14,48.92905,-123.20197
15,48.92768,-123.19993
16,48.92633,-123.19785
17,48.92513,-123.19608
18,48.92374,-123.19408
19,48.92241,-123.19213
20,48.92106,-123.19012
21,48.91984,-123.1884
22,48.91802,-123.18587
23,48.91597,-123.1831
24,48.91454,-123.18108
25,48.91244,-123.1782
26,48.91104,-123.17624
27,48.90953,-123.17417
28,48.90805,-123.17213
29,48.90661,-123.17012
30,48.90512,-123.16816
31,48.90367,-123.16617
