,0,1
0,48.90218,-123.11148
1,48.90244000000001,-123.10825
2,48.90283,-123.10486000000002
3,48.9032,-123.10178
4,48.90367,-123.0985
5,48.90418,-123.0952
6,48.9047,-123.09184
7,48.90558,-123.08744
8,48.90643,-123.0832
9,48.90693,-123.08088
10,48.90808,-123.07597
11,48.90886,-123.07257
12,48.91008,-123.06774
13,48.91132,-123.06311
14,48.91459,-123.05282
15,48.91577,-123.04925
16,48.91654000000001,-123.04698
17,48.91966,-123.03999
18,48.92207,-123.03746
19,48.9225,-123.0372
20,48.9236,-123.03654
21,48.92444,-123.03608
22,48.92672,-123.03428999999998
23,48.92883,-123.03367
24,48.92974,-123.03454
25,48.93004000000001,-123.03615
26,48.93067,-123.03782
27,48.93174000000001,-123.03896
28,48.9341,-123.04078
29,48.93614,-123.04191000000002
30,48.93731,-123.04174
31,48.9385,-123.04165
32,48.94086,-123.04243
33,48.94256,-123.04294
34,48.94429,-123.0432
35,48.94548,-123.04337
36,48.94675,-123.04323
37,48.94971,-123.04382
38,48.95186,-123.04509
39,48.9546,-123.04691
40,48.95887000000001,-123.04975
41,48.96085,-123.05126
42,48.96283,-123.05361
43,48.96455,-123.05634
44,48.96569,-123.05817
45,48.96736,-123.06106
46,48.96847,-123.0631
47,48.96942,-123.06476
48,48.96968,-123.06569
49,48.96945,-123.06679
50,48.96901,-123.06768999999998
51,48.9685,-123.06835
52,48.96671,-123.06891
53,48.96664000000001,-123.06708
54,48.96713,-123.06515
55,48.96823,-123.06489
56,48.96935,-123.06492
57,48.97004,-123.06506
58,48.97073,-123.06555
59,48.97136,-123.06615
60,48.9713,-123.06749
61,48.97131,-123.06886000000002
62,48.97065,-123.06944
63,48.96984000000001,-123.06811
64,48.96975,-123.06595
65,48.96892,-123.06349
66,48.96793,-123.06196
67,48.96699,-123.06038999999998
68,48.96575,-123.0581
69,48.96448,-123.05717
70,48.96315,-123.05629
71,48.96225,-123.05567
72,48.96046,-123.05431000000002
73,48.9609,-123.05352
74,48.96238,-123.05416
75,48.96435,-123.05503
76,48.9652,-123.05548
77,48.96605,-123.05594
78,48.96665,-123.05628
79,48.96513,-123.05256
80,48.96342,-123.04528
81,48.96301,-123.04067
