,0,1
0,48.90512,-123.28974
1,48.90618,-123.28954
2,48.90907,-123.28918
3,48.91194,-123.28883
4,48.9148,-123.28848
5,48.91762,-123.28813999999998
6,48.92039000000001,-123.28784
7,48.92316,-123.28751
8,48.92592,-123.28723
9,48.92873,-123.28695
10,48.93144,-123.28682
11,48.93421,-123.28667
12,48.93888,-123.28639
13,48.94244000000001,-123.28625
14,48.94604,-123.28603
15,48.94882,-123.2859
16,48.95155,-123.2857
17,48.95437,-123.28551000000002
18,48.95793,-123.28521
19,48.96355,-123.28477
20,48.96639,-123.28458
21,48.97074,-123.28427
22,48.97473,-123.28401
23,48.97738,-123.28385
24,48.98013,-123.28367
25,48.98287,-123.28349
26,48.98551,-123.28332
27,48.98828,-123.28323
28,48.99449,-123.28302
29,48.99725,-123.28288
30,49.00356,-123.28274
31,49.00779,-123.28294
32,49.0115,-123.28485
33,49.01842,-123.28946
34,49.02872,-123.29632
35,49.03132,-123.29813
36,49.03386,-123.29987
37,49.03636,-123.30155
38,49.04695,-123.30854
39,49.04729,-123.30876
40,49.04996,-123.31047
41,49.05304,-123.31245
42,49.05633,-123.31461000000002
43,49.05893,-123.31599
44,49.06175,-123.31700000000001
